heroes,label,x,y,size
Black Cat,0,0.3747564347948287,0.32764122541074114,130
Black Panther,3,-0.16923669022609508,0.4135819812877823,524
Black Tarantula,0,0.48846010842331516,0.4254958328018442,20
Black Tom,1,0.048513142897383295,-0.6359100837312047,13
Black Widow,3,-0.1955530347178752,0.3932144807596196,447
Blade,2,0.30620413214547254,0.14752128915140855,51
Blastaar,5,0.0621722146557565,-0.17203416386475262,31
Blink,1,-0.03968664438797255,-0.4505661199526514,50
Blob,1,0.1766798498370324,-0.3728284749562949,75
Blockbuster,1,0.10009775220768902,-0.5794100191295883,12
Blue Marvel,2,0.0675673315059061,0.1675167086000951,24
"Bob, Agent of Hydra",4,-0.7255562901512291,-0.12024431355685686,7
Boom Boom,4,0.26672613953822905,-0.4018604278531187,55
Boomer,1,0.0012425973703226432,-0.5699443051005455,57
Boomerang,0,0.3174288438673352,0.33721239550073057,23
Brood,1,-0.04947170950615372,-0.5319903108135225,40
Brother Voodoo,4,-0.40965445437482073,0.1939805439185762,5
Brute,2,0.38343090368775223,0.009744551407409064,9
Bug,2,0.6602887669850099,-0.4695936443101787,3
Bullseye,2,0.3275255240785299,0.11662692820766501,91
Bushwacker,4,0.0679747947629194,0.46112499442847515,11
Cable,2,0.18281667070172958,0.036293174529324616,355
Caliban,1,0.011812220715942555,-0.5606993911025685,70
Callisto,1,0.007805194459365248,-0.6316400076424373,33
Calypso,0,0.6267906210395388,0.45627376449268764,6
Cammi,3,-0.36118858838014356,0.40227358397876317,4
Cannonball,5,-0.3440727098675558,0.006503584468869276,271
Captain America,0,0.31283497535971855,0.4221713371915233,2056
Captain Britain,5,-0.13947330223203944,0.005098299425066684,134
Captain Universe,0,0.30160957522211745,0.44087369188491476,20
Caretaker,2,0.7844096615460074,-0.39007812794203445,4
Carlie Cooper,0,0.4981540270015566,0.485777794085439,69
Carmella Unuscione,1,0.0043240974755592,-0.66068577656765,11
Carnage,0,0.4435347655436584,0.3587348272279776,62
Carol Danvers,5,-0.20127200930474196,-0.11523415859139303,15
Cecilia Reyes,1,-0.0473746770249062,-0.558556773285156,22
Celestials,5,-0.20246099788644786,-0.4001344010073096,15
Cerebro,1,0.027944457803973602,-0.5560912107356571,7
Ch'od,1,0.009997441291422141,-0.458715431379361,39
Chamber,5,-0.17029955360933535,-0.5743167102406799,42
Chameleon,0,0.4451346474443289,0.3736197852282786,38
Charles Xavier,4,-0.4139747103071925,-0.23709183928620975,70
Clea,2,-0.04463803602463798,0.04641891980921932,73
Clint Barton,4,-0.5633225246639156,0.259539070185896,25
Cloak,0,0.281484519589167,0.30656505767034825,78
Cloud 9,3,-0.39445114208366105,0.49975371958026443,17
Colleen Wing,2,0.3983563323015604,-0.011638883081635448,57
Colossus,1,-0.15564570539217323,-0.23941562155382826,651
Constrictor,5,0.16247315035015214,-0.0360905462441736,33
Crimson Dynamo,3,-0.20943185470229306,0.1786592758380022,34
Crossbones,2,0.19933277281382702,0.16385434312533137,46
Crystal,3,-0.3410036279196891,0.2746675846784506,106
Curt Conners,0,0.5273703608104366,0.46714741598352477,18
Cyclops,1,-0.0570487097127842,-0.35338380071736414,897
Cypher,4,-0.15080446062804062,0.6535718087383074,17
Dagger,0,0.37603836348223424,0.29827416434021736,73
Daily Bugle,0,0.38776155094244275,0.5460381363577135,2
Daimon Hellstrom,4,-0.24893750604833936,0.18456663514533592,39
Daken,2,0.17278471641776444,-0.2762787357975513,72
Dakota North,2,0.8614202077263466,-0.17109649705053465,12
Dani Moonstar,4,-0.4855062038648904,-0.2930092662123083,42
Daredevil,3,0.03228069077855645,0.4368970101931716,954
Dark Avengers,4,-0.17392697485956624,0.11859605653837747,56
Dark Beast,1,0.00757035014280263,-0.6640626130557176,10
Dark Phoenix,1,-0.03058184326548493,-0.5455061989327996,19
Dark X-Men,1,0.004324097429537812,-0.6606857765708665,7
Darkhawk,0,0.01835908423515393,0.5183515320011791,25
Darkstar,4,-0.2699368566230735,-0.08990366438910737,22
Dazzler,1,-0.00018236867026077407,-0.3154330073874352,197
Deadpool,0,0.20184645954585875,0.30484536117401834,708
Death,2,-0.061483639171922316,-0.2003195408582802,25
Deathbird,1,-0.126532845507861,-0.455995583277859,33
Deathcry,3,-0.45402521703950416,0.42144421434886153,5
Deathlok,2,0.0905415631443139,0.14692202145004052,86
Debrii,4,-0.6450208082881015,0.15024691107892446,6
Defenders,2,-0.41232323008501504,0.046836973954317254,189
Demogoblin,0,0.42314326460354734,0.43216111954843783,5
Destiny,1,-0.021163099845026723,-0.47527239641825364,41
Devos,2,-0.7945243287022451,-0.4076512627886374,1
Doctor Doom,3,-0.2342181197084934,0.45747962966560324,290
Doctor Octopus,0,0.42986456762753295,0.4719962688386503,128
Doctor Strange,0,0.1234298303965855,0.45952636439727934,662
Dog Brother #1,2,-0.7737268922109919,-0.44632596346173237,9
Domino,5,-0.2528223950209729,-0.27838152556192586,211
Doop,2,0.22405296421082324,-0.17434306316294082,34
Dormammu,0,0.2888290003834144,0.34962915212705964,52
Dracula,2,0.24113057026708817,0.17226876304518304,49
Dragon Man,5,-0.3879423147458765,-0.04190751532961872,33
Drax,2,-0.017364574206897975,0.1915203903622708,56
Dum Dum Dugan,3,-0.25100847547752775,0.23084931950547383,34
Echo,4,-0.25438021153099005,0.1664657959555858,30
Eddie Brock,0,0.4995752019397876,0.511821289072158,100
Edwin Jarvis,3,-0.3061777880836461,0.3983712689908076,92
Ego,2,-0.034497764050334334,0.1767761467801027,13
Electro,0,0.3683925521041071,0.3343997723912647,81
Elektra,2,0.2519559053723918,-0.012051204830231992,160
Elixir,1,-0.16337492099296638,-0.5131139337988176,15
Emma Frost,1,-0.06652108061812304,-0.44837726317733145,354
Emplate,5,-0.17205834036093673,-0.5268751960634711,10
Eternals,2,0.37654012217732946,-0.2302980462741074,50
Eternity,2,-0.042735899566026615,0.19485117781358305,16
Excalibur,2,-0.4002818792192232,-0.09338793405418792,172
Exiles,2,0.37274241158633636,-0.045410359571409695,111
Exodus,1,-0.06958317182583956,-0.5799664652169616,24
Falcon,3,-0.20445383408222834,0.4202161843672484,185
Famine,1,0.10052711347774976,-0.5824680513897805,15
Fantastic Four,0,0.09063419507862376,0.3946557662786746,1198
Fantomex,1,-0.08236861164011272,-0.4835895818622258,52
Fat Cobra,2,0.8766071934320032,-0.08410089783655604,14
Felicia Hardy,0,0.5189590227554182,0.529153200569769,2
Feral,2,-0.7494211473330556,-0.2721842549770088,5
Firebird,3,-0.28399937010215887,0.39583686738020774,28
Firelord,1,-0.19004684006753808,-0.292555012156599,35
Firestar,3,-0.19958458724075737,0.41294806348489566,90
Foggy Nelson,2,0.09428370624082337,0.3282360532792716,35
Force Works,2,-0.5922048583814752,-0.0355809782738556,10
Forge,1,-0.047262837202781266,-0.40579521021963777,134
Forgotten One,3,-0.39445114209411164,0.49975371957204334,2
Frank Castle,5,0.549288416105457,-0.5222598639950113,4
Frankenstein's Monster,1,0.12649006048921518,-0.48931402354671594,26
Franklin Richards,0,0.3748058255975498,0.28839713834174774,46
Frog-Man,4,-0.3782167686198408,0.29239568410691397,2
Galactus,3,-0.29465310876038764,0.27508568066073485,162
Gambit,5,-0.2023764501914945,-0.19698397685145674,404
Gamora,2,0.12384738036013514,0.09153930805437428,45
Gargoyle,2,0.6530237222111407,0.04540256874404976,4
Gateway,1,-0.014036995298606603,-0.5587711520702195,29
Generation X,5,0.36957374703403667,-0.2915689505106258,95
Genesis,1,0.031023661293960253,-0.6982238720683575,16
Giant Man,0,0.08774932526757744,0.3369438079007869,46
Gideon,2,0.4404048758788399,-0.09530985974962838,18
Glorian,2,0.22280079944965692,0.8824842953410249,3
Goblin Queen,1,-0.020602306031574057,-0.6177202541422904,9
Gorgon,4,-0.39809538149433976,0.1854918414464152,60
Gorilla Man,3,-0.24560719535020548,0.3697148582344085,17
Gravity,0,0.25860288092795086,0.35572357908021973,23
Grey Gargoyle,2,-0.02179083745412691,0.14011934707043733,23
Grim Reaper,3,-0.2603363080868727,0.36148514000051374,30
Groot,2,0.33840176248174436,0.03451610073595425,33
Guardian,5,0.27746750456851305,-0.3169157282018428,31
Guardians of the Galaxy,2,-0.04057857321591822,0.1773643614839901,247
GW Bridge,2,0.7066987782127089,-0.09353190738734003,22
Gwen Stacy,0,0.475208738966806,0.47264548914925447,70
H.A.M.M.E.R.,1,-0.23596011665647534,-0.5004492556573866,7
Hank Pym,3,-0.22227605328070318,0.4308841413305526,227
Harpoon,1,-0.014586866361959104,-0.6539009136291422,13
Harry Osborn,0,0.47172350580714867,0.4452893489242907,91
Havok,1,0.07546700048844981,-0.3450391531926622,290
Hawkeye,3,-0.2606192864496528,0.4433534202181347,493
Hellion,1,-0.2243678451608663,-0.3879829956154385,18
Henry Peter Gyrich,3,-0.3761341568181988,0.42331840198150994,12
Hepzibah,1,0.055853452717195134,-0.5432525154690149,37
Hercules,3,-0.2944972461903302,0.35938957413084255,207
Heroes For Hire,2,0.45199370730518906,-0.05120621880687022,77
High Evolutionary,2,0.11657755348894393,0.4025163109486769,36
Hiroim,2,-0.8064953095916816,-0.008380523488900442,4
Hope Summers,1,-0.05850288869815085,-0.45804481211553105,85
Howard The Duck,2,0.3211482462543655,-0.002022726998798073,93
Hulk,3,-0.04431061709195742,0.5152839301894676,1480
Hulkling,3,-0.3248461319462888,0.39855716105836997,19
Human Robot,2,0.4605844154380257,-0.0720958526786767,13
Human Torch,3,-0.01673877663774677,0.4425805582874967,1028
Humbug,0,0.46397669332570457,0.4041935660138386,6
Husk,1,-0.030864337252337806,-0.5588759594335765,39
Hussar,1,0.006914272326221792,-0.5555602383399183,8
Hydra,0,0.20037517272509583,0.33827303617527865,136
Hydro-Man,0,0.33557506578563406,0.44834697073119056,8
Iceman,3,-0.012213607014053215,0.07352194981061089,512
Illuminati,4,-0.42710903640000814,0.2856162423240026,15
Imperial Guard,1,0.13802711197441772,-0.5154135073696968,15
Inhumans,2,0.3648411448395482,-0.17496298418122816,222
Invisible Woman,3,-0.0716235726253808,0.3316586819312584,557
Iron Man,0,0.3379473016606931,0.4261541531793505,2392
J. Jonah Jameson,0,0.31366303054718564,0.44630082088094075,245
Jack O' Lantern,0,0.5273703603533871,0.467147416555866,8
Jackal,0,0.49437299754184344,0.478640915266993,43
Jamie Braddock,1,0.07224451504908322,-0.616546628064062,12
Jessica Drew,0,0.5633572628932112,0.4063037854008213,5
Jessica Jones,3,-0.05556368153276212,0.2508246896403554,105
Jimmy Woo,2,-0.8368196045706044,-0.3160916566441715,10
Jocasta,3,-0.2994475559637972,0.4244194761197301,63
Johnny Storm,1,0.22847369217347102,-0.36064533437263424,18
Joseph,1,-0.006727089314838232,-0.5376934081754452,37
Jubilee,5,0.07466811915323446,-0.3909088267887867,213
Juggernaut,3,-0.12219897582351535,0.1967871356412687,176
Justice,3,-0.30971599685975065,0.41901908217536077,72
Ka-Zar,2,0.4370617945254269,0.14426758115414534,85
Kang,3,-0.32115124953306806,0.4311220055357472,111
Karma,4,-0.3976001556314673,-0.32626632933670424,52
Karnak,5,-0.3387829884753983,-0.02464245352884168,99
Kat Farrell,4,-0.3191329305680044,0.3304152572297662,6
Kingpin,0,0.47457049725294426,0.30441723066298393,197
Kitty Pryde,1,-0.04714166036311908,-0.3082640300210023,270
Klaw,3,-0.28614779236883686,0.218027138483515,45
Korath,3,-0.24560719555769803,0.36971485804313203,5
Korg,2,0.7642822190166909,-0.08842679158217048,6
Kraven the Hunter,0,0.41959247236335945,0.42876360934291813,48
Kree,3,-0.21226286169512826,0.3523583802938468,13
Lady Bullseye,2,0.46058441543806944,-0.0720958526784183,22
Lady Deathstrike,5,0.007407266513552546,-0.2840353877830004,73
Layla Miller,3,-0.394451142088667,0.49975371957632725,41
Leader,5,-0.3926660998796156,-0.16793593224313155,35
Leech,5,-0.6226090103469105,-0.40166766317880787,3
Legion,1,-0.16685902663323166,-0.3940384234648798,81
Lightspeed,1,-0.09610371124289338,-0.49826422405940307,21
Lilandra,4,-0.13193165310467603,0.024783022069393344,107
Lily Hollister,0,0.5189531796456802,0.5291590092849221,9
Liz Osborn,0,0.5003460625974088,0.47606768727178966,11
Lizard,0,0.4588825129330496,0.43369605084594615,81
Loa,2,0.8518290109699209,-0.20828459600327148,5
Lockheed,1,-0.019347251627766578,-0.32014811446609914,57
Lockjaw,3,-0.28983602357462046,0.24922824129214505,57
Loki,3,-0.02694001344092221,0.48540068025993205,296
Longshot,1,0.01745331649718599,-0.3542057863891777,85
Lord Hawal,2,0.7392683488815742,-0.47823548924245957,1
Luke Cage,3,-0.08518045260548213,0.42398228952158923,303
M.O.D.O.K.,2,-0.16562003664464167,0.2020002236659376,27
Mach IV,4,-0.5634443915754022,-0.10876698546527469,3
Machine Man,5,-0.15970330326742146,-0.03530412502984738,45
Madame Masque,4,-0.40730260421299774,0.35414629346629606,24
Madelyne Pryor,1,-0.1117351877287069,-0.5239349948619775,18
Madrox,2,0.4159784258156455,-0.0213478112889738,79
Magdalene,3,-0.4026161060334212,0.5323892740422791,7
Magneto,3,-0.11309837056184102,0.20094433510497536,386
Man-Thing,2,0.33185502666582045,0.05004704008313792,101
Mandarin,2,0.06802191438162246,0.19128703303113623,75
Mandrill,4,-0.5633225246632974,0.25953907018800165,1
Manta,1,-0.14145968612086401,-0.49626718506824824,9
Mantis,3,-0.28756657532523316,0.4413779551387159,32
Marauders,1,-0.06753049738192776,-0.5839090522142917,15
Maria Hill,3,-0.2435651757329703,0.2751612675456033,78
Mariko Yashida,5,-0.08955776475035838,-0.4592182709161188,12
Marrow,5,-0.15201775811244386,-0.3840548928313917,82
Marvel Boy,3,-0.13602169228040276,0.39414090504679244,39
Mary Jane Watson,0,0.4471574191128916,0.475397411417277,341
Masque,3,-0.26471938353794155,-0.10327564279460642,34
Mastermind,1,-0.08737903862737523,-0.30011268775266886,50
Maximus,2,0.27881446660326864,-0.11588144957057885,25
May Parker,0,0.477336740160557,0.4715186299905019,152
Medusa,2,-0.10878986196485016,0.22302273223835128,134
Meggan,1,0.07769419375432737,-0.51919177403788,11
Meltdown,1,-0.037054488387470066,-0.5410777991548518,70
Menace,0,0.46624559851826425,0.4591294073516498,31
Mentor,2,0.7642823106462528,-0.0884263037330532,1
Mephisto,2,0.04996026326062347,0.30665843720774005,96
Mercury,4,-0.18523596665783992,-0.3211671167946427,16
Miek,2,0.7972028792945209,-0.36169141673418975,2
Mikhail Rasputin,1,-0.08676977278338578,-0.6779809391687519,4
Mimic,1,0.06544198307873464,-0.34387285308865406,40
Mister Sinister,1,0.09256127592013648,-0.31374672749104954,83
Misty Knight,2,-0.3911143904577775,-0.0658150451881513,101
Mockingbird,3,0.0032969801772630577,0.3844919355652806,77
Moira MacTaggert,1,-0.1006051658118793,-0.58575240147283,25
Mojo,1,-0.025924023331475657,-0.3831989767983663,45
Mole Man,0,0.1618322600166614,0.28905156914151636,59
Molecule Man,4,-0.4282396301120844,0.310995276643879,4
Molly Hayes,2,0.042287665565257364,-0.1574523984011385,12
Molten Man,0,0.5830300251113919,0.3502730933135747,7
Moon Knight,3,-0.03430314189042511,0.41978524507303633,191
Moondragon,3,-0.28311308026327453,0.40572573257703864,43
Moonstone,4,-0.10214526353261244,0.32482017790154644,25
Morbius,0,0.4405378320005928,0.25142673181053854,65
Morlun,0,0.5265539088227602,0.5118701813352737,2
Morph,1,-0.002056836124606443,-0.4909047650972523,23
Mr. Fantastic,0,0.058836812395582354,0.4163946453578924,496
Mr. Fixit,2,-0.815038157813174,-0.36606446808358395,8
Mr. Hyde,0,0.1680857875959912,0.296304989887157,23
Mr. Negative,0,0.3699288514528607,0.4482304900260737,20
Multiple Man,2,0.31788242628735086,-0.20621089474642773,34
MVP,3,-0.42914823635429683,0.4788484156384964,4
Mysterio,0,0.4912995367389788,0.4397707202249344,64
Mystique,5,0.07671249468713416,-0.23846072984458533,176
Namor,3,-0.3380902978415872,0.35746001175408765,197
Namora,4,-0.5140746613056169,0.23634163160119354,46
Namorita,4,-0.38087708392264213,0.25139433832780095,48
Natasha Romanoff,3,-0.14394690379357725,0.32842803802655357,19
Nebula,2,0.057702037463332315,0.018379693517399008,21
Nemesis,1,0.00196224295932185,-0.5975816116469576,15
New Mutants,4,-0.004817440857919253,-0.08110309389457582,231
New Warriors,4,0.19106477107208306,0.43940752713707415,69
Nick Fury,3,-0.27998677835528374,0.21516954791648185,461
Night Thrasher,4,-0.47733003560447385,0.1587035549855296,14
Nightcrawler,3,-0.16232072786498744,0.052655808865781126,565
Nighthawk,5,-0.29153375521889774,0.02681999146613919,43
Nightmare,2,0.1729644878479384,0.08424127054948097,38
Nitro,2,0.5875381703107814,-0.24563718219944167,7
Nocturne,1,-0.14639607553564007,-0.46040069527944627,28
Norman Osborn,0,0.23670884178869026,0.478453274572428,175
Northstar,1,-0.028288236070331724,-0.4051077436328538,91
Nova,3,-0.18233098929642302,0.2822820836361838,155
Odin,3,-0.16638260391715978,0.17144139765153552,194
Omega Flight,2,0.880056438992974,-0.04150492712090153,6
Omega Red,1,-0.006488095632892119,-0.5191805980921664,43
Onslaught,1,0.1142480973903283,-0.4531013731763025,37
Orphan-Maker,3,-0.39445114209736953,0.49975371956947984,1
Ozymandias,1,0.004954151883002538,-0.5837616752376862,15
Paladin,0,0.3347299079080483,0.4273908437344667,24
Patriot,3,-0.2654598908484523,0.39472502587808295,74
Pepper Potts,2,0.3237062902666189,-0.019352413453273133,76
Pestilence,3,-0.5023362490819008,0.08018595108583665,10
Peter Parker,0,0.4664839800798673,0.43096753811178057,170
Peter Quill,2,0.2686826224854001,0.04168419083299476,6
Pip,2,0.3248400619201936,-0.027093059746705537,12
Pixie,1,-0.049206191532924846,-0.5942467460740929,39
Polaris,1,0.0749541212358467,-0.2629243735194107,250
Post,1,-0.025394503889986056,-0.5977802075727536,13
Power Pack,2,-0.06309722129784989,0.029748919692709357,91
Praxagora,2,0.7707792519484075,-0.41846312220321386,3
Preak,2,-0.8732930167969324,-0.1991297886920369,3
Prince of Orphans,2,0.8701893258619949,-0.12893986944531188,11
Prism,1,-0.04055802129243413,-0.6319444321760137,5
Prodigy,4,-0.21556851410323502,-0.025691087639380848,11
Professor X,1,-0.10777935969461878,-0.36160804272385655,397
Proteus,1,-0.023200031930230187,-0.5917190697186443,13
Prowler,0,0.448083059347183,0.29166165405100924,25
Psylocke,1,-0.023563874927358123,-0.2610600593446298,377
Puck,5,0.1538165559575445,-0.3132241235568991,57
Puma,0,0.4142477617924598,0.3711865103254137,32
Punisher,0,0.2383132049090244,0.2736626724053682,534
Puppet Master,5,-0.10861062515150599,-0.09615748107042202,32
Purifiers,5,-0.27631291090174825,-0.4192257490030045,12
Purple Man,4,-0.4097965140508821,-0.07714753399327567,12
Pyro,1,0.014460049964279778,-0.4066911955748096,44
Quentin Quire,5,0.1781673567582127,-0.2955479066589409,35
Quicksilver,3,-0.29863554076044974,0.4054131174823138,334
Rachel Grey,1,0.038950131470214006,-0.492801907774685,80
Rage,3,-0.3384846654988786,0.3667045868298844,31
Ravenous,2,0.8207091002576219,-0.30364594577813553,5
Raza,1,0.012540714731509833,-0.46451854387211344,34
Reaper,5,-0.34685561551273175,-0.42481680190042365,16
Red Hulk,3,-0.06144508095931396,0.30699496852462904,71
Red She-Hulk,2,0.7560126393602183,-0.4474471522716788,18
Red Shift,2,0.8814759323196973,-0.002087633704766388,2
Red Skull,3,-0.07704956171848473,0.4329817273558323,158
Red Wolf,3,-0.18092876771743396,0.22992469967030527,25
Reptil,3,-0.10169892849775834,0.4589627201318181,51
Rhino,0,0.3763951053805178,0.42643127768515654,53
Rick Jones,3,-0.22224560543006733,0.3468249923339453,52
Rictor,1,-0.15594982101746852,-0.41321615417438806,106
Riptide,1,-0.055039935154779604,-0.6434046563892715,11
Risque,1,0.2395878425391771,-0.4410720453767711,13
Robbie Robertson,0,0.35038106560812066,0.431365828032237,62
Rocket Raccoon,2,-0.4602995638061305,-0.09686771665640229,58
Rockslide,4,-0.28071648509138625,-0.4339747321591387,17
Rogue,5,-0.2173895151622246,-0.14660354319395236,558
Ronan,2,0.3163777585609414,0.09977899346311299,46
Runaways,2,0.24770847675534255,2.2705583739625275e-05,100
S.H.I.E.L.D.,3,-0.1894276706701152,0.22856113816526372,128
Sabretooth,5,-0.06593297094025144,-0.15070191124050916,258
Sally Floyd,2,-0.806462328958012,-0.008704966669157002,7
Salo,2,-0.8960612216359939,-0.07793433454814519,1
Sauron,5,-0.1382727456685157,-0.26725774614796055,54
Scalphunter,1,-0.040558021472723714,-0.6319444321644921,8
Scarlet Witch,3,-0.3009857506403663,0.38234333296146894,456
Scrambler,1,0.06311424421936433,-0.6900566065413222,2
Sebastian Shaw,1,0.10421468139333757,-0.39980035725336727,30
Secret Warriors,2,0.46058441543791784,-0.07209585267931445,40
Selene,1,-0.08533815353203446,-0.3406294208494762,24
Sentinel,1,-0.011770362591412618,-0.3739774163818104,51
Sentinels,1,-0.042321399742330235,-0.3543718223292923,54
Serpent Society,2,0.3337271098516111,-0.17539013812278892,7
Sersi,3,-0.25402053755481646,0.24431957628879894,44
Shadow King,1,-0.02029385118014636,-0.5728158784087299,22
Shalla-bal,2,0.11176412496865322,0.9034409003481904,5
Shaman,1,0.11196851529526823,-0.5204089066808546,47
Shang-Chi,0,0.2626429705728123,0.34245973431904453,91
Shanna the She-Devil,5,-0.2881900186923211,-0.05076668733775608,47
Shard,1,-0.08676977204986225,-0.6779809393099743,29
Sharon Carter,3,-0.23984821950578325,0.3525961623454897,102
Shatterstar,1,0.027391483587730057,-0.4110815528213854,124
Shi'Ar,3,-0.22039052313081514,-0.10714212354762158,13
Shriek,0,0.5396986058329445,0.5051606921238081,7
Sif,2,0.03598471795080438,0.1966997390333732,170
Silhouette,2,-0.75089333682657,-0.26835730582211037,2
Silver Surfer,3,-0.3209722393821105,0.3592127218896018,432
Sin,2,0.14464057160973254,0.08354727824337517,55
Sinister Six,0,0.39659686874624833,0.49507012117315846,24
Skaar,2,0.5166725850429532,-0.047720344979108785,19
Skin,1,-0.03948967298755067,-0.6577628116220097,12
Skreet,2,-0.4334241850836779,-0.16439756772969277,5
Skrulls,2,-0.058685017229991386,0.05990772019131561,85
Slapstick,2,0.028318787086959927,0.1633244474823134,27
Snowbird,1,0.11196851529526826,-0.5204089066808543,37
Songbird,4,-0.29148800982666556,0.12355296877484263,35
Spectrum,2,0.0825386457141653,0.11560523105575364,19
Speed,3,-0.39445114208633936,0.4997537195781582,3
Spider-Man,0,0.4700009058420726,0.3883768837601407,3179
Squirrel Girl,4,-0.1255991193723419,0.2120047807453584,70
Star Brand,4,-0.39626569650789406,0.10332683848272037,26
Starbolt,1,0.10768300540587449,-0.5642008355089558,9
Stardust,2,-0.8576657111540489,-0.2561670124131435,1
Starfox,3,-0.24248972603874291,0.3578322660426584,32
Stature,3,-0.33664127075601197,0.44524674066448894,25
Stepford Cuckoos,1,-0.07765094816585184,-0.5243643855554263,33
Stephen Strange,4,-0.5633225246637895,0.2595390701863249,1
Steve Rogers,4,-0.3016990080507433,0.45492210533835425,24
Stick,2,-0.43342418508384306,-0.16439756772929204,15
Storm,3,-0.3493444163172859,0.1790028752891075,766
Strong Guy,2,0.24989696902344788,-0.03338950211303302,58
Stryfe,1,0.10854318808808262,-0.3287908060419736,46
Sub-Mariner,3,-0.32028655162419595,0.38034636230278057,582
Sunfire,5,-0.08491674482305213,-0.15376770092868727,77
Sunspot,4,-0.48345916037527215,-0.05159168796752925,188
Super-Skrull,3,-0.2684973850974933,0.38598396594198725,19
Surge,4,-0.2908611682420756,-0.44283448796343483,12
Swordsman,3,-0.22349353924429546,0.34870699194537075,56
Synch,1,0.07989614858309649,-0.534090947591455,15
Talos,2,0.8092800585430605,-0.33296598668413546,1
Tana Nile,2,0.881563364499524,0.035468717017426925,6
Taskmaster,3,-0.2640064679678565,0.3203171759244426,76
Tenebrous,2,0.8315524235253384,-0.27344476914998755,2
Thanos,3,-0.2900085623882368,0.40511710596088585,189
The Hand,2,0.019325648744341138,0.30651329652447795,27
The Hood,4,-0.4714180185833797,0.1937453373972111,21
The Initiative,3,-0.3047998677478245,0.10517707267965748,15
The Order,2,0.4605844154472453,-0.0720958526243361,12
The Renegades,5,-0.2710666903425746,-0.6190376222347166,2
The Stranger,1,0.07695351248273494,-0.1895453592529537,11
The Watchers,1,0.1749751047605011,-0.520750200771499,7
Thing,3,-0.1692589376010138,0.41022574481469487,653
Thor,3,-0.031401094526307155,0.43125138304583793,1561
Thunderbolts,0,0.09861540845536676,0.3003524948819049,184
Thundra,3,-0.15487021728094139,0.27241727719937503,13
Tiger Shark,2,0.5364468784056922,-0.12487797163218263,19
Tiger's Beautiful Daughter,2,0.8418907333881908,-0.2419228526323305,9
Tinkerer,0,0.5389412711460014,0.32141872141960365,12
Titania,3,-0.19031407786493687,0.33406441727052516,27
Toad,5,-0.26694782111876814,-0.1900697726557813,48
Tony Stark,0,0.22577069627531915,0.39727823413823715,20
Triathlon,3,-0.30069089432898244,0.4134142066169005,41
Triton,5,-0.22703379811435329,0.09738134508500274,55
Typhoid Mary,2,0.13802145635309654,0.21334725295106344,31
U.S. Agent,3,-0.1634123843714941,0.44693612609057143,39
Uatu The Watcher,1,0.001470871425073533,-0.2561572527604922,46
Ultimates,4,-0.010313272010604342,0.15281936195806595,116
Ultron,3,-0.31806480627395994,0.43069449386992487,104
Unicorn,1,0.06311412890123637,-0.6900566285367018,7
Unus,1,-0.07463374383128475,-0.43376623765813627,13
Valeria Richards,0,0.1818480615398053,0.42449170669246733,9
Vindicator,1,0.06157294307944151,-0.5335861660278935,26
Viper,4,-0.4510152858626309,0.024746829421335957,49
Vision,3,-0.3040918196417222,0.4089904200579399,493
Warbird,3,-0.1907448571207293,-0.059663669515558765,30
